2 0 2 ..FGBB..FGH..AAGH......ICCCDDI..EE..
3 1 2 ..F.BB..FGH..AAGH....G.ICCCDDI..EE.. G99
3 1 2 ..FGBB..FGH.AA.GH......ICCCDDI..EE.. A99
3 1 2 ..FGBB..FGH..AAGH......ICCCDDI...EE. E99
3 1 2 ..FGBB..FGH..AAGH.......CCCDDI..EE.I I99
3 1 2 ..FGBB..FG...AAGH.....HICCCDDI..EE.. H99
3 1 2 ..FGBB..FGH..AAGH......ICCCDDIEE.... E98
3 1 2 ..FGBB..FGH..AAGH......ICCCDDI....EE E98
3 1 2 ..FGBB..FGH..AAGH......ICCCDDI.EE... E99
4 1 3 ..FGBB..FGHI.AAGHI......CCCDD...EE.. I98
4 1 3 ..FGBB..FGH..AAGHI.....ICCCDD...EE.. I99
4 2 2 ..F.BB..FGH..AAGH....G..CCCDDI..EE.I G99 I99
4 2 2 ..FGBB..FGH..AAGH.......CCCDDI...EEI I99 E99
4 2 2 ..FGBB..FG...AAGH.....H.CCCDDI..EE.I H99 I99
4 2 2 ..FGBB..FGH.AA.GH......ICCCDDIEE.... A99 E98
4 2 2 ..FGBB..FG...AAGH.....HICCCDDI...EE. H99 E99
4 2 2 ..F.BB..FGH.AA.GH....G.ICCCDDI..EE.. G99 A99
4 2 2 ..FGBB..FGH.AA.GH......ICCCDDI....EE A99 E98
4 2 2 ..FGBB..FGH.AA.GH......ICCCDDI.EE... A99 E99
4 2 2 ..F.BB..FGH..AAGH....G.ICCCDDIEE.... G99 E98
4 2 2 ..FGBB..FGH.AA.GH......ICCCDDI...EE. A99 E99
4 2 2 ..FGBB..FGH.AA.GH.......CCCDDI..EE.I A99 I99
4 2 2 ..F.BB..FG...AAGH....GHICCCDDI..EE.. G99 H99
4 2 2 ..FBB...FGH..AAGH....G.ICCCDDI..EE.. G99 B99
4 2 2 ..FGBB..FG..AA.GH.....HICCCDDI..EE.. H99 A99
4 2 2 ..F.BB..FGH..AAGH....G.ICCCDDI.EE... G99 E99
4 2 2 ..FGBB..FGH..AAGH.......CCCDDIEE...I I99 E98
4 2 2 ..FGBB..FG...AAGH.....HICCCDDI.EE... H99 E99
4 2 2 ..F.BB..FGH..AAGH....G.ICCCDDI....EE G99 E98
4 2 2 ..FGBB..FG...AAGH.....HICCCDDI....EE H99 E98
4 2 2 ..FGBB..FG...AAGH.....HICCCDDIEE.... H99 E98
4 2 2 ..F.BB..FGH..AAGH....G.ICCCDDI...EE. G99 E99
4 2 2 ..FGBB..FGH..AAGH.......CCCDDI.EE..I I99 E99
5 2 3 ..FGBB..FGHI.AAGHI......CCCDD.....EE I98 E98
5 2 3 ..FGBB..FGHI.AAGHI......CCC.DD..EE.. I98 D99
5 2 3 ..FGBB..FGHI.AAGHI......CCCDD....EE. I98 E99
5 2 3 ..FGBB..FGH..AAGHI.....ICCCDD....EE. I99 E99
5 2 3 ..FGBB..FGH..AAGHI.....ICCC.DD..EE.. I99 D99
5 2 3 ..F.BB..FGH..AAGHI...G.ICCCDD...EE.. G99 I99
5 2 3 ..FGBB..FGHIAA.GHI......CCCDD...EE.. A99 I98
5 2 3 ..F.BB..FGHI.AAGHI...G..CCCDD...EE.. G99 I98
5 2 3 ..FGBB..FGH.AA.GHI.....ICCCDD...EE.. A99 I99
5 2 3 ..FGBB..FGHI.AAGHI......CCCDD..EE... I98 E99
5 2 3 ...GBB...GH.AAFGH...F..ICCCDDI..EE.. F98 A99
5 2 3 ...GBB..FGH.AAFGH......ICCCDDI..EE.. F99 A99
5 2 3 ..FGBB..FGH..AAGHI.....ICCCDD..EE... I99 E99
5 2 3 ..FGBB..FGH..AAGHI.....ICCCDD.....EE I99 E98
5 2 3 ..FGBB..FGH..AAGHI.....ICCCDD.EE.... I99 E98
5 2 3 ..FGBB..FGHI.AAGHI......CCCDD.EE.... I98 E98
5 2 3 ..FGBB..FG.I.AAGHI....H.CCCDD...EE.. H99 I98
5 2 3 ..FGBB..FG...AAGHI....HICCCDD...EE.. H99 I99
9 6 3 ..BB....FG..AAFGH....GHICCCDDI.EE... F99 G99 B98 H99 A99 E99
9 6 3 .BB......G..AAFGH...FGHICCCDDI.EE... F98 G99 B97 H99 A99 E99
9 6 3 ..BB.....G..AAFGH...FGHICCCDDI.EE... F98 G99 B98 H99 A99 E99
9 6 3 BB......FG..AAFGH....GHICCCDDI....EE F99 G99 B96 H99 A99 E98
9 6 3 .BB.....FG..AAFGH....GHICCCDDI....EE F99 G99 B97 H99 A99 E98
9 6 3 ..BB....FG..AAFGH....GHICCCDDI....EE F99 G99 B98 H99 A99 E98
9 6 3 ..FBB...F.HIAA.GHI...G..CCCGDD...EE. G98 B99 A99 I98 D99 E99
9 6 3 BB.......G..AAFGH...FGHICCCDDI....EE F98 G99 B96 H99 A99 E98
9 6 3 .BB......G..AAFGH...FGHICCCDDI....EE F98 G99 B97 H99 A99 E98
9 6 3 ..BB.....G..AAFGH...FGHICCCDDI....EE F98 G99 B98 H99 A99 E98
9 6 3 .BBG.....GH.AAFGH...F..ICCCDDIEE.... F98 G98 B97 A99 E98
9 6 3 .BB.....FG..AAFGH....GH.CCCDDI..EE.I F99 G99 B97 H99 A99 I99
9 6 3 ..BB....FG..AAFGH....GH.CCCDDI..EE.I F99 G99 B98 H99 A99 I99
9 6 3 .BB..I...GHIAAFGH...FG..CCC.DD..EE.. F98 G99 B97 A99 I97 D99
9 6 3 ..FBB...FG.I.AAGHI...GH.CCC.DD...EE. G99 B99 H99 I98 D99 E99
9 6 3 ..FBB...FGHIAA.GHI...G...CCCDD..EE.. G99 B99 A99 I98 C99 D99
9 6 3 ..FBB...FGHIAA.GHI...G..CCC.DD....EE G99 B99 A99 I98 D99 E98
9 6 3 .BB.....FGH.AAFGH....G..CCCDDIEE...I F99 G99 B97 A99 I99 E98
9 6 3 ..BB....FGH.AAFGH....G..CCCDDIEE...I F99 G99 B98 A99 I99 E98
9 6 3 ..FBB...F.H.AA.GHI...G.ICCCGDD....EE G98 B99 A99 I99 D99 E98
9 6 3 BB...I...GHIAAFGH...FG..CCCDD.EE.... F98 G99 B96 A99 I97 E98
9 6 3 BB.G.....GH.AAFGH...F..ICCCDDIEE.... F98 G98 B96 A99 E98
9 6 3 .BB.....FG..AAFGH....GHICCCDDIEE.... F99 G99 B97 H99 A99 E98
9 6 3 ..BB....FG..AAFGH....GHICCCDDIEE.... F99 G99 B98 H99 A99 E98
9 6 3 ..F.BB..FG.IAA.GHI...GH.CCC.DD...EE. G99 H99 A99 I98 D99 E99
9 6 3 ..FBB...FGHIAA.GHI...G..CCC.DD...EE. G99 B99 A99 I98 D99 E99
9 6 3 BB.......G..AAFGH...FGHICCCDDIEE.... F98 G99 B96 H99 A99 E98
9 6 3 .BB......G..AAFGH...FGHICCCDDIEE.... F98 G99 B97 H99 A99 E98
9 6 3 ..BB.....G..AAFGH...FGHICCCDDIEE.... F98 G99 B98 H99 A99 E98
9 7 2 BBF.....FG..AA.GH....GHICCCDDIEE.... F96 G99 B96 H99 A99 E98
9 7 2 BBF.....FGH..AAGH....G.ICCCDDIEE.... F96 G99 B96 A98 E98
9 7 2 ..FBB...F..I..AAHI...GH.CCCGDD...GEE G97 B99 H99 A99 I98 D99 E98
9 7 2 ..FBB...F...AA..HI...GHICCCGDD...GEE G97 B99 H99 A99 I99 D99 E98
9 7 2 ..FBB...F.....AAHI...GHICCCGDD.EEG.. G97 B99 H99 A99 I99 D99 E99
9 7 2 BBFG....FGH.AA.GH......ICCCDDIEE.... F96 G98 B96 A99 E98
9 7 2 ..FBBI..FGHIAA.GH....G...CCCDD....EE G99 B99 A99 I97 C99 D99 E98
9 7 2 BB..H....GH.AAFG....FG..CCCDDIEE...I F98 G99 B96 H99 A99 I99 E98
9 7 2 BB..H....GH.AAFG....FG..CCCDDI...EEI F98 G99 B96 H99 A99 I99 E99
9 7 2 BB.GH....GH.AAFG....F..ICCCDDIEE.... F98 G98 B96 H99 A99 E98
9 7 2 BB..H...FGH.AAFG.....G..CCCDDI.EE..I F99 G99 B96 H99 A99 I99 E99
9 7 2 ..FBBI..FGHIAA.GH....G...CCCDDEE.... G99 B99 A99 I97 C99 D99 E98
9 7 2 BB..HI...GHIAAFG....FG..CCCDD.EE.... F98 G99 B96 H99 A99 I97 E98
9 7 2 ..FBBI..FGHIAA.GH....G...CCCDD.EE... G99 B99 A99 I97 C99 D99 E99
9 7 2 ..FBBI..F.HIAA.GH....G..CCCGDD.EE... G98 B99 A99 I97 D99 E99
9 7 2 .BB.H...FGH.AAFG.....G..CCCDDIEE...I F99 G99 B97 H99 A99 I99 E98
9 7 2 ..FBBI..FG.I.AAGH....GH..CCCDDEE.... G99 B99 H99 I97 C99 D99 E98
9 7 2 ..FBBI..FG.IAA.GH....GH.CCC.DD....EE G99 B99 H99 A99 I97 D99 E98
9 7 2 .BB.HI..FGHIAAFG.....G..CCCDD.....EE F99 G99 B97 H99 A99 I97 E98
9 7 2 .BB.H...FGH.AAFG.....G..CCCDDI.EE..I F99 G99 B97 H99 A99 I99 E99
9 7 2 .BB.H...FGH.AAFG.....G..CCCDDI...EEI F99 G99 B97 H99 A99 I99 E99
9 7 2 .BB.HI..FGHIAAFG.....G..CCCDD....EE. F99 G99 B97 H99 A99 I97 E99
9 7 2 .BB.HI..FGHIAAFG.....G..CCC.DD..EE.. F99 G99 B97 H99 A99 I97 D99
9 7 2 BB.GH...FGH.AAFG.......ICCCDDIEE.... F99 G98 B96 H99 A99 E98
9 7 2 .BB.H....GH.AAFG....FG..CCCDDI.EE..I F98 G99 B97 H99 A99 I99 E99
9 7 2 BB..H...FGH.AAFG.....G..CCCDDIEE...I F99 G99 B96 H99 A99 I99 E98
9 7 2 BB..HI..FGHIAAFG.....G..CCCDD.EE.... F99 G99 B96 H99 A99 I97 E98
9 7 2 ..FBBI..FG.IAA.GH....GH.CCC.DD.EE... G99 B99 H99 A99 I97 D99 E99
9 7 2 ..BBH...FGH.AAFG.....G..CCCDDIEE...I F99 G99 B98 H99 A99 I99 E98
9 7 2 ..BBH...FGH.AAFG.....G..CCCDDI...EEI F99 G99 B98 H99 A99 I99 E99
9 7 2 ..BBHI..FGHIAAFG.....G..CCCDD.....EE F99 G99 B98 H99 A99 I97 E98
9 7 2 .BB.H....GH.AAFG....FG..CCCDDIEE...I F98 G99 B97 H99 A99 I99 E98
9 7 2 ..FBBI..FG.IAA.GH....GH.CCC.DD...EE. G99 B99 H99 A99 I97 D99 E99
9 7 2 ..BBHI..FGHIAAFG.....G..CCCDD.EE.... F99 G99 B98 H99 A99 I97 E98
9 7 2 .BB.H....GH.AAFG....FG..CCCDDI...EEI F98 G99 B97 H99 A99 I99 E99
9 7 2 ..BBHI...GHIAAFG....FG..CCCDD.....EE F98 G99 B98 H99 A99 I97 E98
9 7 2 .BB.HI...GHIAAFG....FG..CCCDD.....EE F98 G99 B97 H99 A99 I97 E98
9 7 2 ..BBHI...GHIAAFG....FG..CCCDD....EE. F98 G99 B98 H99 A99 I97 E99
9 7 2 .BBGH....GH.AAFG....F...CCCDDI..EE.I F98 G98 B97 H99 A99 I99
9 7 2 ..BBH....GH.AAFG....FG..CCCDDI.EE..I F98 G99 B98 H99 A99 I99 E99
9 7 2 ..BBH....GH.AAFG....FG..CCCDDIEE...I F98 G99 B98 H99 A99 I99 E98
9 7 2 ..FBBI..F..IAA.GH....GH.CCCGDD..EE.. G98 B99 H99 A99 I97 D99
9 7 2 ..FBBI..F..I.AAGH....GH.CCCGDDEE.... G98 B99 H99 I97 D99 E98
9 7 2 ..FBB...F..IAA..HI...GH.CCCGDD.EEG.. G97 B99 H99 A99 I98 D99 E99
9 7 2 BBF..I..FGHIAA.GH....G..CCCDD..EE... F96 G99 B96 A99 I97 E99
9 7 2 ..BBHI...GHIAAFG....FG..CCCDD.EE.... F98 G99 B98 H99 A99 I97 E98
9 7 2 ..BBHI...GHIAAFG....FG..CCC.DD..EE.. F98 G99 B98 H99 A99 I97 D99
9 7 2 ..BBHI...GHIAAFG....FG..CCCDD..EE... F98 G99 B98 H99 A99 I97 E99
9 7 2 .BB.HI...GHIAAFG....FG..CCC.DD..EE.. F98 G99 B97 H99 A99 I97 D99
9 7 2 .BBGH....GH.AAFG....F..ICCCDDI....EE F98 G98 B97 H99 A99 E98
9 7 2 .BB.HI...GHIAAFG....FG..CCCDD..EE... F98 G99 B97 H99 A99 I97 E99
9 7 2 .BBGH....GH.AAFG....F..ICCCDDI.EE... F98 G98 B97 H99 A99 E99
9 7 2 .BB.HI...GHIAAFG....FG..CCCDD.EE.... F98 G99 B97 H99 A99 I97 E98
9 7 2 .BBGH....GH.AAFG....F..ICCCDDIEE.... F98 G98 B97 H99 A99 E98
9 7 2 ..BBHI..FGHIAAFG.....G..CCCDD..EE... F99 G99 B98 H99 A99 I97 E99
9 7 2 ..BBHI..FGHIAAFG.....G..CCC.DD..EE.. F99 G99 B98 H99 A99 I97 D99
9 7 2 ..BBH...FGH.AAFG.....G..CCCDDI.EE..I F99 G99 B98 H99 A99 I99 E99
9 7 2 ..BBHI..FGHIAAFG.....G..CCCDD....EE. F99 G99 B98 H99 A99 I97 E99
9 7 2 ..FBB...F...AA..HI...GHICCCGDD.EEG.. G97 B99 H99 A99 I99 D99 E99
9 7 2 BB..HI..FGHIAAFG.....G..CCC.DD..EE.. F99 G99 B96 H99 A99 I97 D99
9 7 2 BB.GH...FGH.AAFG........CCCDDI..EE.I F99 G98 B96 H99 A99 I99
9 7 2 BB..HI..FGHIAAFG.....G..CCCDD.....EE F99 G99 B96 H99 A99 I97 E98
9 7 2 BB.GHI..FGHIAAFG........CCCDD...EE.. F99 G98 B96 H99 A99 I97
9 7 2 BB..H...FGH.AAFG.....G..CCCDDI...EEI F99 G99 B96 H99 A99 I99 E99
9 7 2 BB.GH...FGH.AAFG.......ICCCDDI....EE F99 G98 B96 H99 A99 E98
9 7 2 BB..HI..FGHIAAFG.....G..CCCDD....EE. F99 G99 B96 H99 A99 I97 E99
9 7 2 BB.GH...FGH.AAFG.......ICCCDDI...EE. F99 G98 B96 H99 A99 E99
9 7 2 BB..HI..FGHIAAFG.....G..CCCDD..EE... F99 G99 B96 H99 A99 I97 E99
9 7 2 BB.GH...FGH.AAFG.......ICCCDDI.EE... F99 G98 B96 H99 A99 E99
9 7 2 ..FBBI..F.HIAA.GH....G..CCCGDD....EE G98 B99 A99 I97 D99 E98
9 7 2 ..FBB...F..IAA..HI...GH.CCCGDDEE.G.. G97 B99 H99 A99 I98 D99 E98
9 7 2 .BBGHI..FGHIAAFG........CCCDD...EE.. F99 G98 B97 H99 A99 I97
9 7 2 .BBGH...FGH.AAFG.......ICCCDDI...EE. F99 G98 B97 H99 A99 E99
9 7 2 .BBGH...FGH.AAFG........CCCDDI..EE.I F99 G98 B97 H99 A99 I99
9 7 2 .BBGH...FGH.AAFG.......ICCCDDI....EE F99 G98 B97 H99 A99 E98
9 7 2 .BB.HI..FGHIAAFG.....G..CCCDD..EE... F99 G99 B97 H99 A99 I97 E99
9 7 2 .BBGH...FGH.AAFG.......ICCCDDI.EE... F99 G98 B97 H99 A99 E99
9 7 2 .BB.HI..FGHIAAFG.....G..CCCDD.EE.... F99 G99 B97 H99 A99 I97 E98
9 7 2 ..FBB...F..IAA..HI...GH.CCCGDD...GEE G97 B99 H99 A99 I98 D99 E98
9 7 2 .BBGH...FGH.AAFG.......ICCCDDIEE.... F99 G98 B97 H99 A99 E98
9 7 2 ..FBBI..FGHIAA.GH....G...CCCDD...EE. G99 B99 A99 I97 C99 D99 E99
9 7 2 ..FBBI..FG.IAA.GH....GH..CCCDD..EE.. G99 B99 H99 A99 I97 C99 D99
9 7 2 ..FBBI..FG.I.AAGH....GH..CCCDD....EE G99 B99 H99 I97 C99 D99 E98
9 7 2 ..FBBI..F.HIAA.GH....G..CCCGDD...EE. G98 B99 A99 I97 D99 E99
9 7 2 ..FBBI..FG.I.AAGH....GH..CCCDD...EE. G99 B99 H99 I97 C99 D99 E99
9 7 2 ..FBBI..FG.I.AAGH....GH..CCCDD.EE... G99 B99 H99 I97 C99 D99 E99
9 7 2 ..FBBI..F..I.AAGH....GH.CCCGDD...EE. G98 B99 H99 I97 D99 E99
9 7 2 ..FBBI..F..I.AAGH....GH.CCCGDD.EE... G98 B99 H99 I97 D99 E99
9 7 2 BB.GH....GH.AAFG....F..ICCCDDI.EE... F98 G98 B96 H99 A99 E99
9 7 2 ..FBBI..FG.IAA.GH....GH.CCC.DDEE.... G99 B99 H99 A99 I97 D99 E98
9 7 2 ..FBBI..F.HIAA.GH....G..CCCGDDEE.... G98 B99 A99 I97 D99 E98
9 7 2 BB..HI...GHIAAFG....FG..CCCDD..EE... F98 G99 B96 H99 A99 I97 E99
9 7 2 BB..HI...GHIAAFG....FG..CCC.DD..EE.. F98 G99 B96 H99 A99 I97 D99
9 7 2 BB.GHI...GHIAAFG....F...CCCDD...EE.. F98 G98 B96 H99 A99 I97
9 7 2 BB..H....GH.AAFG....FG..CCCDDI.EE..I F98 G99 B96 H99 A99 I99 E99
9 7 2 BB.GH....GH.AAFG....F...CCCDDI..EE.I F98 G98 B96 H99 A99 I99
9 7 2 BB..HI...GHIAAFG....FG..CCCDD....EE. F98 G99 B96 H99 A99 I97 E99
9 7 2 BBF.H...FGHIAA.G.I...G..CCCDD...EE.. F98 G99 B96 H99 A99 I98
9 7 2 BB..HI...GHIAAFG....FG..CCCDD.....EE F98 G99 B96 H99 A99 I97 E98
9 7 2 BB.GH....GH.AAFG....F..ICCCDDI...EE. F98 G98 B96 H99 A99 E99
9 7 2 BB.GH....GH.AAFG....F..ICCCDDI....EE F98 G98 B96 H99 A99 E98
9 7 2 BBF..I..FGHIAA.GH....G..CCCDD.....EE F96 G99 B96 A99 I97 E98
9 7 2 BBFG....FGH.AA.GH......ICCCDDI.EE... F96 G98 B96 A99 E99
9 7 2 BBFG....FGH.AA.GH......ICCCDDI....EE F96 G98 B96 A99 E98
9 7 2 BBFG....FGH.AA.GH......ICCCDDI...EE. F96 G98 B96 A99 E99
9 7 2 BBFG....FGH.AA.GH.......CCCDDI..EE.I F96 G98 B96 A99 I99
9 7 2 BBFG.I..FGHIAA.GH.......CCCDD...EE.. F96 G98 B96 A99 I97
9 7 2 BBF.....FG..AA.GH....GHICCCDDI.EE... F96 G99 B96 H99 A99 E99
9 7 2 BBF.....FG..AA.GH....GHICCCDDI...EE. F96 G99 B96 H99 A99 E99
9 7 2 BBF.....FG..AA.GH....GHICCCDDI....EE F96 G99 B96 H99 A99 E98
9 7 2 BBF.....FG..AA.GH....GH.CCCDDI..EE.I F96 G99 B96 H99 A99 I99
9 7 2 BBF..I..FG.IAA.GH....GH.CCCDD...EE.. F96 G99 B96 H99 A99 I97
9 7 2 BBF.....FGH..AAGH....G.ICCCDDI.EE... F96 G99 B96 A98 E99
9 7 2 BBFG....FG..AA.GH.....HICCCDDI..EE.. F96 G98 B96 H99 A99
9 7 2 BBF.....FGH..AAGH....G.ICCCDDI....EE F96 G99 B96 A98 E98
9 7 2 BBF.....FGH..AAGH....G.ICCCDDI...EE. F96 G99 B96 A98 E99
9 7 2 BBF.....FGH..AAGH....G..CCCDDI..EE.I F96 G99 B96 A98 I99
9 7 2 BBF..I..FGHI.AAGH....G..CCCDD...EE.. F96 G99 B96 A98 I97
9 7 2 BBF.....FG...AAGH....GHICCCDDI..EE.. F96 G99 B96 H99 A98
9 7 2 BBFG....FGH..AAGH......ICCCDDI..EE.. F96 G98 B96 A98
9 7 2 BBF..I..FGHIAA.GH....G..CCCDD.EE.... F96 G99 B96 A99 I97 E98
9 7 2 ..FBB...F...AA..HI...GHICCCGDDEE.G.. G97 B99 H99 A99 I99 D99 E98
9 7 2 BBF..I..FGHIAA.GH....G..CCCDD....EE. F96 G99 B96 A99 I97 E99
9 7 2 BBF.....FGH.AA.GH....G..CCCDDI.EE..I F96 G99 B96 A99 I99 E99
9 7 2 BBF..I..FGHIAA.GH....G..CCC.DD..EE.. F96 G99 B96 A99 I97 D99
9 7 2 BBF.....FGH.AA.GH....G..CCCDDI...EEI F96 G99 B96 A99 I99 E99
9 7 2 BBF.....FGH.AA.GH....G..CCCDDIEE...I F96 G99 B96 A99 I99 E98
9 7 2 ..FBB...F.....AAHI...GHICCCGDD...GEE G97 B99 H99 A99 I99 D99 E98
9 7 2 BBF.H...FGH.AA.G.I...G.ICCCDD...EE.. F98 G99 B96 H99 A99 I99
9 7 2 ..FBB...F.....AAHI...GHICCCGDDEE.G.. G97 B99 H99 A99 I99 D99 E98
9 7 2 ..FBBI..F..I.AAGH....GH.CCCGDD....EE G98 B99 H99 I97 D99 E98
9 7 2 ..BBH....GH.AAFG....FG..CCCDDI...EEI F98 G99 B98 H99 A99 I99 E99
9 7 2 ..FBB...F..I..AAHI...GH.CCCGDDEE.G.. G97 B99 H99 A99 I98 D99 E98
9 7 2 .BBGH....GH.AAFG....F..ICCCDDI...EE. F98 G98 B97 H99 A99 E99
9 7 2 ..FBB...F..I..AAHI...GH.CCCGDD.EEG.. G97 B99 H99 A99 I98 D99 E99
9 7 2 .BB.HI...GHIAAFG....FG..CCCDD....EE. F98 G99 B97 H99 A99 I97 E99
9 7 2 .BBGHI...GHIAAFG....F...CCCDD...EE.. F98 G98 B97 H99 A99 I97
9 8 1 ..FBBI..F..IAA..H....GH.CCCGDD.EEG.. G97 B99 H99 A99 I97 D99 E99
9 8 1 ..FBBI..F..I..AAH....GH.CCCGDDEE.G.. G97 B99 H99 A99 I97 D99 E98
9 8 1 BBF.H...FGH.AA.G.....G..CCCDDI.EE..I F98 G99 B96 H99 A99 I99 E99
9 8 1 BBF.H...FGH.AA.G.....G..CCCDDI...EEI F98 G99 B96 H99 A99 I99 E99
9 8 1 ..FBBI..F..IAA..H....GH.CCCGDD...GEE G97 B99 H99 A99 I97 D99 E98
9 8 1 BBFGH...FGH..AAG.......ICCCDDI..EE.. F98 G98 B96 H99 A98
9 8 1 BBF.HI..FGHIAA.G.....G..CCCDD.EE.... F98 G99 B96 H99 A99 I97 E98
9 8 1 BBF.H...FGH..AAG.....G.ICCCDDI...EE. F98 G99 B96 H99 A98 E99
9 8 1 BBFGH...FGH.AA.G.......ICCCDDI...EE. F98 G98 B96 H99 A99 E99
9 8 1 BBF.H...FGH..AAG.....G.ICCCDDI.EE... F98 G99 B96 H99 A98 E99
9 8 1 ..FBBI..F..I..AAH....GH.CCCGDD...GEE G97 B99 H99 A99 I97 D99 E98
9 8 1 ..FBBI..F..I..AAH....GH.CCCGDD.EEG.. G97 B99 H99 A99 I97 D99 E99
9 8 1 ..FBBI..F..IAA..H....GH.CCCGDDEE.G.. G97 B99 H99 A99 I97 D99 E98
9 8 1 BBF.H...FGH..AAG.....G..CCCDDI..EE.I F98 G99 B96 H99 A98 I99
9 8 1 BBFGH...FGH.AA.G.......ICCCDDIEE.... F98 G98 B96 H99 A99 E98
9 8 1 BBFGH...FGH.AA.G.......ICCCDDI....EE F98 G98 B96 H99 A99 E98
9 8 1 BBF.H...FGH..AAG.....G.ICCCDDI....EE F98 G99 B96 H99 A98 E98
9 8 1 BBFGH...FGH.AA.G........CCCDDI..EE.I F98 G98 B96 H99 A99 I99
9 8 1 BBF.H...FGH..AAG.....G.ICCCDDIEE.... F98 G99 B96 H99 A98 E98
9 8 1 BBF.HI..FGHIAA.G.....G..CCCDD.....EE F98 G99 B96 H99 A99 I97 E98
9 8 1 BBFGHI..FGHIAA.G........CCCDD...EE.. F98 G98 B96 H99 A99 I97
9 8 1 BBF.HI..FGHI.AAG.....G..CCCDD...EE.. F98 G99 B96 H99 A98 I97
9 8 1 BBF.HI..FGHIAA.G.....G..CCC.DD..EE.. F98 G99 B96 H99 A99 I97 D99
9 8 1 BBF.HI..FGHIAA.G.....G..CCCDD....EE. F98 G99 B96 H99 A99 I97 E99
9 8 1 BBF.H...FGH.AA.G.....G..CCCDDIEE...I F98 G99 B96 H99 A99 I99 E98
9 8 1 BBF.HI..FGHIAA.G.....G..CCCDD..EE... F98 G99 B96 H99 A99 I97 E99
9 8 1 BBFGH...FGH.AA.G.......ICCCDDI.EE... F98 G98 B96 H99 A99 E99
10 6 4 ....BB...G..AAFGHI..FGHICCCDD.EE.... F98 G99 H99 A99 I99 E98
10 6 4 ....BB....HIAAFGHI..FG..CCCGDDEE.... F98 G98 A99 I98 D99 E98
10 6 4 ....BB..FG..AAFGHI...GHICCCDD.EE.... F99 G99 H99 A99 I99 E98
10 6 4 .BB.....F.H.AAFGHI...G.ICCCGDD..EE.. F99 G98 B97 A99 I99 D99
10 6 4 BB......F.H.AAFGHI...G.ICCCGDD..EE.. F99 G98 B96 A99 I99 D99
10 6 4 ....BB..FGHIAAFGHI...G..CCC.DDEE.... F99 G99 A99 I98 D99 E98
10 6 4 ....BB...G..AAFGHI..FGHICCCDD....EE. F98 G99 H99 A99 I99 E99
10 6 4 ....BB..FG..AAFGHI...GHICCCDD....EE. F99 G99 H99 A99 I99 E99
10 6 4 ...BB...FGH.AAFGHI...G.ICCCDD.EE.... F99 G99 B99 A99 I99 E98
10 6 4 ...BB....GHIAAFGHI..FG..CCCDD....EE. F98 G99 B99 A99 I98 E99
10 6 4 ...BB...FGH.AAFGHI...G.ICCCDD....EE. F99 G99 B99 A99 I99 E99
10 6 4 ...BB...FGHIAAFGHI...G..CCCDD....EE. F99 G99 B99 A99 I98 E99
10 6 4 ...BB....GH.AAFGHI..FG.ICCCDD....EE. F98 G99 B99 A99 I99 E99
10 6 4 ...BB...FGHIAAFGHI...G..CCCDD.EE.... F99 G99 B99 A99 I98 E98
10 6 4 ...GBB...G.IAAFGHI..F.H..CCCDD..EE.. F98 H99 A99 I98 C99 D99
10 6 4 ...BB....GH.AAFGHI..FG.ICCCDD.EE.... F98 G99 B99 A99 I99 E98
10 6 4 ...GBB..FG.IAAFGHI....H..CCCDD..EE.. F99 H99 A99 I98 C99 D99
10 6 4 ....BB...G.IAAFGHI..FGH.CCCDD....EE. F98 G99 H99 A99 I98 E99
10 6 4 ...GBB...G.IAAFGHI..F.H.CCC.DD....EE F98 H99 A99 I98 D99 E98
10 6 4 ....BB..FG.IAAFGHI...GH.CCCDD....EE. F99 G99 H99 A99 I98 E99
10 6 4 ...GBB..FG.IAAFGHI....H.CCC.DD....EE F99 H99 A99 I98 D99 E98
10 6 4 ...BB....GHIAAFGHI..FG..CCCDD.EE.... F98 G99 B99 A99 I98 E98
10 6 4 ....BB...G.IAAFGHI..FGH.CCCDD.EE.... F98 G99 H99 A99 I98 E98
10 6 4 ...GBB..FG..AAFGHI....HICCC.DDEE.... F99 H99 A99 I99 D99 E98
10 6 4 ....BB..FG.IAAFGHI...GH.CCCDD.EE.... F99 G99 H99 A99 I98 E98
10 6 4 ...BB...F.H.AAFGHI...G.ICCCGDD..EE.. F99 G98 B99 A99 I99 D99
10 6 4 ....BB...GHIAAFGHI..FG..CCC.DDEE.... F98 G99 A99 I98 D99 E98
10 6 4 ...GBB...GHIAAFGHI..F....CCCDD...EE. F98 A99 I98 C99 D99 E99
10 6 4 ...BB.....HIAAFGHI..FG..CCCGDD..EE.. F98 G98 B99 A99 I98 D99
10 6 4 ....BB.....IAAFGHI..FGH.CCCGDD..EE.. F98 G98 H99 A99 I98 D99
10 6 4 BB.G....FGHIAAFGHI......CCCDD...EE.. F99 G98 B96 A99 I98
10 6 4 ....BB..FG.IAAFGHI...GH.CCCDD.....EE F99 G99 H99 A99 I98 E98
10 6 4 ....BB..F..IAAFGHI...GH.CCCGDD..EE.. F99 G98 H99 A99 I98 D99
10 6 4 ....BB...G.IAAFGHI..FGH.CCCDD.....EE F98 G99 H99 A99 I98 E98
10 6 4 ....BB..F.HIAAFGHI...G..CCCGDDEE.... F99 G98 A99 I98 D99 E98
